GROUP,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17-ref,NDFA_T1_B73-ref,d15N_T2,NDFA_T2_B73xMo17-ref,NDFA_T2_B73-ref,HEIGHT_in,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
Jaltepec_de_Candayoc,7B,2.6,48.00,6.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,2.7,49.00,6.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,3.1,43.00,7.00,,,,,,,,,,,,,,,
Moctum,7B,3.2,44.00,7.00,,,,,,,,,,,,,,,
Moctum,7B,3.3,45.00,7.00,-0.41,108.12,106.12,3.64,27.93,45.66,104.00,19.00,5.00,4.00,9.00,95.00,102.00,2.00,1.00
Jaltepec_de_Candayoc,7B,3.4,46.00,7.00,-1.43,128.34,121.36,2.81,44.29,58.00,108.25,16.00,5.00,4.00,9.00,95.00,102.00,1.00,
Jaltepec_de_Candayoc,7B,3.5,47.00,7.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,3.6,48.00,7.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,3.7,49.00,7.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.1,43.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.2,44.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.3,45.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.4,46.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.5,47.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.6,48.00,8.00,,,,,,,,,,,,,,,
Jaltepec_de_Candayoc,7B,4.7,49.00,8.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,1.1,43.00,9.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,1.2,44.00,9.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,1.3,45.00,9.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,1.4,46.00,9.00,3.31,34.32,50.48,3.03,40.03,54.79,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,1.5,47.00,9.00,2.11,58.20,68.49,3.62,28.17,45.85,106.75,19.00,6.00,5.00,11.00,116.00,130.00,,
San_Ildefonso_Villa_Alta,7C,1.6,48.00,9.00,-0.78,115.44,111.64,1.55,69.29,76.85,93.00,20.00,6.00,5.00,11.00,116.00,130.00,2.00,
San_Ildefonso_Villa_Alta,7C,1.7,49.00,9.00,1.35,73.22,79.81,0.24,95.26,96.43,,,,,,123.00,,,
San_Ildefonso_Villa_Alta,7C,2.1,43.00,10.00,1.90,62.27,71.55,2.95,41.64,56.00,61.00,19.00,7.00,6.00,13.00,,,,
San_Ildefonso_Villa_Alta,7C,2.2,44.00,10.00,2.43,51.78,63.65,3.70,26.73,44.76,105.50,20.00,6.00,5.00,11.00,123.00,130.00,1.00,1.00
San_Ildefonso_Villa_Alta,7C,2.3,45.00,10.00,3.30,34.60,50.70,5.68,-12.50,15.19,99.50,19.00,3.00,2.00,5.00,123.00,,3.00,
San_Ildefonso_Villa_Alta,7C,2.4,46.00,10.00,2.48,50.78,62.89,5.39,-6.85,19.45,96.50,20.00,5.00,4.00,9.00,123.00,130.00,2.00,
San_Ildefonso_Villa_Alta,7C,2.5,47.00,10.00,0.08,98.41,98.80,2.76,45.23,58.71,91.25,20.00,5.00,4.00,9.00,123.00,,,
San_Ildefonso_Villa_Alta,7C,2.6,48.00,10.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,2.7,49.00,10.00,-0.45,108.86,106.68,1.74,65.49,73.98,95.25,22.00,6.00,5.00,11.00,130.00,,1.00,
San_Ildefonso_Villa_Alta,7C,3.1,43.00,11.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,3.2,44.00,11.00,2.55,49.44,61.88,4.49,11.11,32.98,111.25,20.00,7.00,6.00,13.00,116.00,123.00,2.00,
San_Ildefonso_Villa_Alta,7C,3.3,45.00,11.00,3.56,29.37,46.75,3.58,29.00,46.47,100.50,22.00,5.00,4.00,9.00,130.00,130.00,2.00,
San_Ildefonso_Villa_Alta,7C,3.4,46.00,11.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,3.5,47.00,11.00,1.62,67.88,75.78,2.20,56.44,67.16,84.25,18.00,5.00,4.00,9.00,,,,
San_Ildefonso_Villa_Alta,7C,3.6,48.00,11.00,1.40,72.27,79.10,2.25,55.35,66.33,70.00,20.00,6.00,6.00,12.00,130.00,130.00,1.00,
San_Ildefonso_Villa_Alta,7C,3.7,49.00,11.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,4.1,43.00,12.00,-0.65,112.95,109.77,0.98,80.55,85.34,,,,,,116.00,130.00,1.00,
San_Ildefonso_Villa_Alta,7C,4.2,44.00,12.00,,,,,,,,,,,,,,,
San_Ildefonso_Villa_Alta,7C,4.3,45.00,12.00,0.58,88.48,91.31,2.19,56.67,67.33,110.50,20.00,6.00,5.00,11.00,,,2.00,
San_Ildefonso_Villa_Alta,7C,4.4,46.00,12.00,0.74,85.34,88.95,2.69,46.63,59.77,,,,,,130.00,130.00,3.00,
San_Ildefonso_Villa_Alta,7C,4.5,47.00,12.00,1.77,65.02,73.63,1.06,78.91,84.10,107.33,18.00,7.00,7.00,14.00,123.00,,2.00,
San_Ildefonso_Villa_Alta,7C,4.6,48.00,12.00,0.13,97.33,97.99,-1.26,125.02,118.86,96.00,19.00,6.00,5.00,11.00,130.00,,3.00,
San_Ildefonso_Villa_Alta,7C,4.7,49.00,12.00,,,,,,,,,,,,,,,
B73xMo17,7D,1.1,43.00,13.00,0.55,,91.83,,,,,,,,,81.00,81.00,2.00,2.00
B73xMo17,7D,1.2,44.00,13.00,1.52,,77.22,,,,62.50,14.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
B73xMo17,7D,1.3,45.00,13.00,1.58,,76.41,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7D,1.4,46.00,13.00,0.65,,90.27,,,,,,,,,81.00,88.00,2.00,2.00
B73xMo17,7D,1.5,47.00,13.00,0.32,,95.24,,,,,,,,,81.00,81.00,2.00,1.00
B73xMo17,7D,1.6,48.00,13.00,0.41,,93.89,,,,62.25,13.00,1.00,1.00,2.00,81.00,88.00,2.00,1.00
B73xMo17,7D,1.7,49.00,13.00,2.31,,65.49,,,,,,,,,81.00,88.00,1.00,1.00
B73xMo17,7D,2.1,43.00,14.00,1.69,,74.78,,,,51.00,12.00,1.00,1.00,2.00,74.00,74.00,2.00,2.00
B73xMo17,7D,2.2,44.00,14.00,,,100.00,,,,,,,,,,,,
B73xMo17,7D,2.3,45.00,14.00,2.46,,63.22,,,,68.25,14.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
B73xMo17,7D,2.4,46.00,14.00,2.64,,60.64,,,,57.00,13.00,3.00,2.00,5.00,74.00,81.00,2.00,1.00
B73xMo17,7D,2.5,47.00,14.00,1.45,,78.36,,,,47.00,12.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
B73xMo17,7D,2.6,48.00,14.00,4.28,,36.13,,,,47.50,11.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,7D,2.7,49.00,14.00,1.82,,72.76,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,7D,3.1,43.00,15.00,2.90,,56.72,,,,74.50,13.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,7D,3.2,44.00,15.00,2.25,,66.45,,,,67.00,13.00,1.00,0.00,1.00,74.00,81.00,2.00,2.00
B73xMo17,7D,3.3,45.00,15.00,2.17,,67.61,,,,66.25,13.00,1.00,0.00,1.00,74.00,81.00,2.00,2.00
B73xMo17,7D,3.4,46.00,15.00,1.32,,80.35,,,,62.25,14.00,2.00,1.00,3.00,74.00,81.00,3.00,2.00
B73xMo17,7D,3.5,47.00,15.00,,,100.00,,,,,,,,,,,,
B73xMo17,7D,3.6,48.00,15.00,1.53,,77.21,,,,51.75,13.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,7D,3.7,49.00,15.00,2.70,,59.72,,,,46.50,11.00,2.00,2.00,4.00,81.00,88.00,2.00,2.00
B73xMo17,7D,4.1,43.00,16.00,2.27,,66.08,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,7D,4.2,44.00,16.00,2.88,,57.02,,,,59.00,12.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
B73xMo17,7D,4.3,45.00,16.00,1.97,,70.52,,,,62.25,12.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73xMo17,7D,4.4,46.00,16.00,1.49,,77.70,,,,,,,,,74.00,81.00,2.00,1.00
B73xMo17,7D,4.5,47.00,16.00,2.82,,57.92,,,,,,,,,74.00,74.00,2.00,1.00
B73xMo17,7D,4.6,48.00,16.00,2.52,,62.29,,,,57.38,12.00,2.00,2.00,4.00,74.00,81.00,2.00,2.00
B73xMo17,7D,4.7,49.00,16.00,2.88,,56.92,,,,,,,,,88.00,88.00,1.00,1.00
